Frame number,Milliseconds,
934,31146.666666666668,
935,31180.000000000004,
936,31213.333333333336,
937,31246.66666666667,
938,31280.0,
939,31313.333333333336,
940,31346.666666666668,
941,31380.000000000004,
942,31413.333333333336,
943,31446.666666666668,
944,31480.0,
945,31513.333333333336,
946,31546.66666666667,
947,31580.000000000004,
948,31613.333333333336,
949,31646.666666666668,
950,31680.000000000004,
951,31713.333333333336,
952,31746.66666666667,
953,31780.0,
954,31813.333333333336,
955,31846.666666666668,
956,31880.000000000004,
957,31913.333333333336,
958,31946.666666666668,
959,31980.0,
960,32013.333333333336,
961,32046.666666666668,
962,32080.000000000004,
963,32113.333333333336,
964,32146.666666666668,
965,32180.0,
966,32213.33333333334,
967,32246.66666666667,
968,32280.0,
969,32313.333333333332,
970,32346.66666666667,
971,32380.000000000004,
972,32413.333333333336,
973,32446.666666666664,
974,32480.000000000004,
975,32513.333333333336,
976,32546.666666666668,
977,32580.000000000004,
978,32613.333333333336,
979,32646.666666666668,
980,32680.0,
981,32713.33333333334,
982,32746.66666666667,
983,32780.0,
984,32813.333333333336,
985,32846.66666666667,
986,32880.0,
987,32913.333333333336,
988,32946.666666666664,
989,32980.00000000001,
990,33013.333333333336,
991,33046.666666666664,
992,33080.00000000001,
993,33113.333333333336,
994,33146.66666666667,
995,33180.0,
996,33213.333333333336,
997,33246.66666666667,
998,33280.0,
999,33313.333333333336,
1000,33346.66666666667,
1001,33380.0,
1002,33413.333333333336,
1003,33446.666666666664,
1004,33480.00000000001,
1005,33513.333333333336,
1006,33546.666666666664,
1007,33580.00000000001,
1008,33613.333333333336,
1009,33646.66666666667,
1010,33680.0,
1011,33713.333333333336,
1012,33746.66666666667,
1013,33780.0,
1014,33813.333333333336,
1015,33846.66666666667,
1016,33880.0,
1017,33913.333333333336,
1018,33946.666666666664,
1019,33980.00000000001,
1020,34013.333333333336,
1021,34046.666666666664,
1022,34080.00000000001,
1023,34113.333333333336,
1024,34146.66666666667,
1025,34180.0,
1026,34213.333333333336,
1027,34248.333333333336,
1028,34281.666666666664,
1029,34315.00000000001,
1030,34348.333333333336,
1031,34381.666666666664,
1032,34415.0,
1033,34448.333333333336,
1034,34481.66666666667,
1035,34515.0,
1036,34548.33333333333,
1037,34581.66666666667,
1038,34615.0,
1039,34648.333333333336,
1040,34681.66666666667,
1041,34715.0,
1042,34748.333333333336,
1043,34781.666666666664,
1044,34815.00000000001,
1045,34848.333333333336,
1046,34881.666666666664,
1047,34915.0,
1048,34948.333333333336,
1049,34981.66666666667,
1050,35015.0,
1051,35048.333333333336,
1052,35081.66666666667,
1053,35115.0,
1054,35148.333333333336,
1055,35181.66666666667,
1056,35215.0,
1057,35248.333333333336,
1058,35281.666666666664,
1059,35315.00000000001,
1060,35348.333333333336,
1061,35381.666666666664,
1062,35415.0,
1063,35448.333333333336,
1064,35481.66666666667,
1065,35515.0,
1066,35548.333333333336,
1067,35581.66666666667,
1068,35615.0,
1069,35648.333333333336,
1070,35681.66666666667,
1071,35715.0,
1072,35748.333333333336,
1073,35781.666666666664,
1074,35815.00000000001,
1075,35848.333333333336,
1076,35881.666666666664,
1077,35915.0,
1078,35948.333333333336,
1079,35981.66666666667,
1080,36015.0,
1081,36048.333333333336,
1082,36081.66666666667,
1083,36115.0,
1084,36148.333333333336,
1085,36181.66666666667,
1086,36215.0,
1087,36248.333333333336,
1088,36281.666666666664,
1089,36315.00000000001,
1090,36348.333333333336,
1091,36381.666666666664,
1092,36415.0,
1093,36448.333333333336,
1094,36481.66666666667,
1095,36515.0,
1096,36548.333333333336,
1097,36581.66666666667,
1098,36615.0,
1099,36648.333333333336,
1100,36681.66666666667,
1101,36715.0,
1102,36748.333333333336,
1103,36781.666666666664,
1104,36815.00000000001,
1105,36848.333333333336,
1106,36881.666666666664,
1107,36915.0,
1108,36948.333333333336,
1109,36981.66666666667,
1110,37015.0,
1111,37048.333333333336,
1112,37081.66666666667,
1113,37115.0,
1114,37148.333333333336,
1115,37181.66666666667,
1116,37215.0,
1117,37248.333333333336,
1118,37281.666666666664,
1119,37315.00000000001,
1120,37348.333333333336,
1121,37381.666666666664,
1122,37415.0,
1123,37448.333333333336,
1124,37481.66666666667,
1125,37515.0,
1126,37548.333333333336,
1127,37581.66666666667,
1128,37615.0,
1129,37648.333333333336,
1130,37681.66666666667,
1131,37715.0,
1132,37748.333333333336,
1133,37781.666666666664,
1134,37815.00000000001,
1135,37848.333333333336,
1136,37881.666666666664,
1137,37915.0,
1138,37948.333333333336,
1139,37981.66666666667,
1140,38015.0,
1141,38048.333333333336,
1142,38081.66666666667,
1143,38115.0,
1144,38148.333333333336,
1145,38181.66666666667,
1146,38215.0,
1147,38250.0,
1148,38283.333333333336,
1149,38316.66666666667,
1150,38350.0,
1151,38383.333333333336,
1152,38416.66666666667,
1153,38450.0,
1154,38483.333333333336,
1155,38516.666666666664,
1156,38550.00000000001,
1157,38583.333333333336,
1158,38616.666666666664,
1159,38650.00000000001,
1160,38683.333333333336,
1161,38716.66666666667,
1162,38750.0,
1163,38783.333333333336,
1164,38816.66666666667,
1165,38850.0,
1166,38883.333333333336,
1167,38916.66666666667,
1168,38950.0,
1169,38983.333333333336,
1170,39016.666666666664,
1171,39050.00000000001,
1172,39083.333333333336,
1173,39116.666666666664,
1174,39150.00000000001,
1175,39183.333333333336,
1176,39216.66666666667,
1177,39250.0,
1178,39283.333333333336,
1179,39316.66666666667,
1180,39350.0,
1181,39383.333333333336,
1182,39416.66666666667,
1183,39450.0,
1184,39483.333333333336,
1185,39516.666666666664,
1186,39550.00000000001,
1187,39583.333333333336,
1188,39616.666666666664,
1189,39650.00000000001,
1190,39683.333333333336,
1191,39716.66666666667,
1192,39750.0,
1193,39783.333333333336,
1194,39816.66666666667,
1195,39850.0,
1196,39883.333333333336,
1197,39916.66666666667,
1198,39950.0,
1199,39983.333333333336,
1200,40016.666666666664,
1201,40050.00000000001,
1202,40083.333333333336,
1203,40116.666666666664,
1204,40150.00000000001,
1205,40183.333333333336,
1206,40216.66666666667,
1207,40250.0,
1208,40283.333333333336,
1209,40316.66666666667,
1210,40350.0,
1211,40383.333333333336,
1212,40416.66666666667,
1213,40450.0,
1214,40483.333333333336,
1215,40516.666666666664,
1216,40550.00000000001,
1217,40583.333333333336,
1218,40616.666666666664,
1219,40650.00000000001,
1220,40683.333333333336,
1221,40716.66666666667,
1222,40750.0,
1223,40783.333333333336,
1224,40816.66666666667,
1225,40850.0,
1226,40883.333333333336,
1227,40916.66666666667,
1228,40950.0,
1229,40983.333333333336,
1230,41016.66666666667,
1231,41050.00000000001,
1232,41083.333333333336,
1233,41116.666666666664,
1234,41150.00000000001,
1235,41183.333333333336,
1236,41216.66666666667,
1237,41250.0,
1238,41283.333333333336,
1239,41316.66666666667,
1240,41350.0,
1241,41383.333333333336,
1242,41416.66666666667,
1243,41450.0,
1244,41483.333333333336,
1245,41516.66666666667,
1246,41550.00000000001,
1247,41583.333333333336,
1248,41616.666666666664,
1249,41650.00000000001,
1250,41683.333333333336,
1251,41716.66666666667,
1252,41750.0,
1253,41783.333333333336,
1254,41816.66666666667,
1255,41850.0,
1256,41883.333333333336,
1257,41916.66666666667,
1258,41950.0,
1259,41983.333333333336,
1260,42016.66666666667,
1261,42050.00000000001,
1262,42083.333333333336,
1263,42116.666666666664,
1264,42150.00000000001,
1265,42183.333333333336,
1266,42216.66666666667,
1267,42251.66666666667,
1268,42285.00000000001,
1269,42318.333333333336,
1270,42351.666666666664,
1271,42385.00000000001,
1272,42418.333333333336,
1273,42451.66666666667,
1274,42485.0,
1275,42518.333333333336,
1276,42551.66666666667,
1277,42585.0,
1278,42618.33333333334,
1279,42651.66666666667,
1280,42685.0,
1281,42718.333333333336,
1282,42751.66666666667,
1283,42785.00000000001,
1284,42818.333333333336,
1285,42851.666666666664,
1286,42885.00000000001,
1287,42918.333333333336,
1288,42951.66666666667,
1289,42985.0,
1290,43018.333333333336,
1291,43051.66666666667,
1292,43085.0,
1293,43118.33333333334,
1294,43151.66666666667,
1295,43185.0,
1296,43218.333333333336,
1297,43251.66666666667,
1298,43285.00000000001,
1299,43318.333333333336,
1300,43351.666666666664,
1301,43385.00000000001,
1302,43418.333333333336,
1303,43451.66666666667,
1304,43485.0,
1305,43518.333333333336,
1306,43551.66666666667,
