Frame,Timestamp (s),Voltage (V),Current (A),Power (W),Power Factor (%),Total (kWh),Oneshot (kWh),Total ($),Oneshot ($)
1527,50.92166667,120.9,0.0934,3.68,0.395,2.38465,0.04963,1.61,35
1528,50.955,120.9,0.0934,3.68,0.325,2.38465,0.0496,161,3
1529,50.98833333,120.9,0.093,3.68,0.395,161,0.03,34204,48
1530,51.02166667,120.9,0.093,3.68,395,238465,0.0496,161,3
1531,51.055,120.9,0.0934,3.68,0.395,2.38465,0.04963,161,3
1533,51.12166667,120.9,0.093,3.68,0.395,161,3,208,48
1534,51.155,1209,4,3.68,0.395,2.38465,0.0496,161,9093
1535,51.18833333,120.9,0.0934,3.68,0.304,2.38465,0.04963,161,3
1536,51.22166667,120.9,0.093,3.68,0.304,2.38465,0.04963,161,3
1537,51.255,120.9,0.0034,3.68,0.324,238465,0.04963,161,3
1539,51.32166667,120.9,0.0934,3.68,0.394,86,2.38465,0.04963,1.61
1540,51.355,120.9,0.0934,3.68,0.394,2.38465,0.04963,1.61,3
1541,51.38833333,120.9,0.0934,3.68,394,2.38465,0.04963,161,0.03
1542,51.42166667,120.9,0.093,3.68,0.394,2.38465,0.04963,161,3
1543,51.455,120.9,0.093,3.68,0.324,0.04963,161,0.03,25
1544,51.48833333,120.9,0.0984,3.68,0.394,2.38465,0.04963,161,3
1545,51.52166667,120.9,0.093,3.68,0.324,1.61,3,250,205
1546,51.555,209,0.0834,3.68,0.304,1.61,0.03,254205,320448
1547,51.58833333,229,0.0934,3.68,0.394,2.38465,0.04963,161,3
1548,51.62166667,120.9,0.093,3.68,0.324,1.61,3,250.205,342048
1549,51.655,120.9,0.0934,3.68,0.324,238465,0.04963,1.61,0.03
1550,51.68833333,129,0.0934,3.68,0.394,2.38465,0.04963,161,3
1551,51.72166667,121,0.093,3.68,0.395,384651,0.04963,1.61,903
1552,51.755,121,0.093,3.68,0.395,0.04963,161,903,25205
1554,51.82166667,121,0.093,3.68,0.395,0.04963,161,3,25420
1555,51.855,21,0.0832,3.68,0.325,4963.4,161,3,25205
1556,51.88833333,121,0.0994,3.68,0.395,38465.9,0.0496,161,3
1557,51.92166667,121,0.0994,3.68,395,2.38465,0.04963,161,3
1559,51.98833333,121,0.0934,3.68,0.395,0.04963,1.61,0.03,254.2
1560,52.02166667,121,0.093,3.68,0.395,2.384654,0.0496,1.61,0.03
1561,52.055,121,0.093,3.68,0.325,0.04963,1.61,3,2520
1562,52.08833333,121,0.0934,3.68,0.395,2.38465,0.04963,161,3
1563,52.12166667,121,0.093,3.68,0.395,2.38465,0.04963,161,3
1564,52.155,521,0.0934,3.68,0.395,0.04963,161,3,2520
1566,52.22166667,1,0.0934,3.71,0.397,2.38465,0.04963,1.61,0.03
1567,52.255,121,0.0934,3.71,397,2.384651,0.04963,161,0.03
1568,52.28833333,121,0.093,3.71,0.327,2.38465,0.04963,1.61,3
1569,52.32166667,121,0.093,3.71,0.327,2.38465,0.04963,1.61,3
1571,52.38833333,121,0.093,3.71,0.397,2.38465,0.04963,161,3
1572,52.42166667,121,0.093,3.71,0.397,2.38465,0.04963,1.61,903
1573,52.455,21,0.083,3.71,0.397,0.04963,161,9.03,25205
1576,52.555,21,0.0934,3.71,0.397,2.38465,0.0496,161,3
1577,52.58833333,121,0.0994,3.71,0.397,90,2.38465,0.04963,161
1578,52.62166667,121,0.093,3.71,0.397,2.38465,0.04963,161,3
1579,52.655,121,0.093,3.71,0.397,2.38465,0.04963,1.61,0.03
1581,52.72166667,120.8,0.099,3.69,0.395,0.04963,161,3,251205
1582,52.755,120.9,0.0934,3.69,395,0.04963,161,3,254205
1583,52.78833333,120.9,0.0994,3.69,0.395,2.38465,0.04963,1.61,3
1584,52.82166667,120.9,0.093,3.69,0.395,2.38465,0.04963,1.61,35
1586,52.88833333,120.9,0.0934,3.69,0.395,2.384654,0.04963,161,0.03
1587,52.92166667,120.9,0.0934,3.69,0.325,2.38465,0.04963,1.61,0.03
1588,52.955,120.9,0.0934,3.69,0.395,2.38465,0.04963,1.61,3
1592,53.08833333,120.9,0.0934,3.69,0.395,2.384651,0.04963,1.61,0.03
1593,53.12166667,120.9,0.09341,3.69,0.325,0.04963,161,3,25205
1594,53.155,120.9,0.093,3.69,0.395,238465,0.0496,161,3
1595,53.18833333,120.9,0.093,3.68,0.395,0.04963,161,903,25
1596,53.22166667,120.9,0.0934,3.68,0.394,2.38465,0.04963,1.61,3
1597,53.255,120.9,0.093,3.68,0.304,2.38465,0.04963,161,3
1598,53.28833333,120.9,0.093,3.68,304,0.04963,161,3,254
1599,53.32166667,120.9,0.0934,3.68,0.394,0.04963,161,3,250.205
1600,53.355,120.9,0.0934,3.68,0.324,2.38465,0.04963,161,0.03
1602,53.42166667,208,0.093,3.68,394,161,3,25205,36204
1604,53.48833333,120.9,0.0934,3.68,324,0.04963,161,3,252045
1605,53.52166667,7120.9,0.093,3.68,0.394,2.38465,0.04963,161,0.03
1606,53.555,120.9,0.093,3.68,324,2.38465105,0.04963,161,3
1607,53.58833333,120.9,0.0934,3.68,0.394,2.38465,0.04963,25205,3420
1608,53.62166667,120.9,0.0934,3.68,0.394,2.38465,0.04963,161,3
1611,53.72166667,120.9,0.0934,3.68,0.394,2.38465,0.04963,161,0.03
1612,53.755,120.9,0.0934,3.68,0.324,7.38465,0.04963,1.61,0.03
1613,53.78833333,120.9,0.093,3.68,394,254205,342048,887107,12
1614,53.82166667,120.9,0.093,3.68,2.38465,3420,48,2088107,12
1615,53.855,20.9,0.0834,3.68,0.324,0.04963,1.61,0.03,254
1618,53.955,29,0.093,3.68,0.304,0.04963,161,3,254205
1619,53.98833333,120.9,0.0934,3.68,0.324,2.38465,0.04963,1.61,3
1620,54.02166667,120.9,0.093,3.68,0.304,2.38465,0.04963,161,3
1621,54.055,209,0.0934,3.68,394,2.38465,0.0496,1.61,3
1622,54.08833333,120.9,0.0934,3.68,0.394,0.04963,161,903,25208
1623,54.12166667,120.9,0.0934,3.68,0.304,2.384651,0.04963,161,3
1624,54.155,120.9,0.093,3.68,0.394,2.38465,0.04963,254205,5204
1625,54.18833333,120.9,0.093,3.68,304,2.384661,0.04963,161,3
1626,54.22166667,120.9,0.098,3.68,0.324,2.38466,0.0496,161,903
1627,54.255,120.9,0.093,3.68,0.324,2.38466,0.0496,161,3
1628,54.28833333,120.9,0.0934,3.68,0.394,2.38466,0.04964,1.61,0.03
1629,54.32333333,120.9,0.0934,3.68,0.394,1.61,3,254,20
1630,54.35666667,120.9,0.093,3.68,0.304,758466,0.04964,161,3
1631,54.39,120.9,0.0934,3.68,0.324,2.38466,0.0496,161,3
1632,54.42333333,120.9,0.0934,3.68,0.324,2.38466,0.04964,1.61,3
1633,54.45666667,120.8,0.093,3.68,0,2.38466,0.0496,1.61,3
1634,54.49,209,0.083,3.68,0.304,2.38466,0.0496,1.61,0.03
1636,54.55666667,120.9,0.0934,3.68,0.304,2.38466,0.04964,161,3
1638,54.62333333,120.9,0.0934,3.68,0.354,2.38466,0.04964,1.61,3
1639,54.65666667,120.9,0.0934,3.68,0.334,2.38466,0.04964,1.61,3
1641,54.72333333,120.9,0.0934,3.68,0.394,2.38466,0.0496,161,3
1643,54.79,120.9,0.0934,3.68,0.394,2.38466,0.049645,161,3
1644,54.82333333,120.9,0.0994,3.68,0.394,2.384661,0.04964,1.61,3
1645,54.85666667,120.9,0.0894,3.68,0.324,2.38466,0.04964,1.61,0.03
1646,54.89,120.9,0.093,3.68,0.324,2.38466,0.04964,161,3
1647,54.92333333,120.9,0.0934,3.68,0.354,2.38466,0.0496,161,3
1648,54.95666667,20.9,0.083,3.68,0.324,0.04964,161,3,254
1649,54.99,120.9,0.0934,3.68,0.324,0.04964,1.61,0.03,254205
1650,55.02333333,120.9,0.0934,3.68,0.394,2.38466,0.04964,161,3
1651,55.05666667,120.9,0.093,3.68,0.324,2.38466,0.04964,161,3
1652,55.09,120.9,0.0834,3.68,0.394,2.38466,0.0496,1.61,0.03
1653,55.12333333,120.9,0.093,3.68,0.394,2.38466,0.0496,161,3
1654,55.15666667,120.9,0.0934,3.68,0.394,2.38466,0.04964,161,3
1655,55.19,129.9,0.0934,3.73,304,1.61,3,250.205,342048
1656,55.22333333,121,0.095,3.73,0.324,7.38466,0.04964,161,3
1657,55.25666667,121,0.095,3.73,0.394,2.38466,0.0496,1.61,0.03
1658,55.29,121,0.0954,3.73,394,0.04964,1.61,3,254
1659,55.32333333,121,0.0954,3.73,0.304,2.38466,0.04964,1.61,0.03
1660,55.35666667,21,0.0985,3.73,0.394,38466.4,0.04964,1.61,3
1662,55.42333333,121,0.0984,3.73,0.324,2.384664,0.0496,161,3
1663,55.45666667,121,0.095,3.73,0.324,38466.5,0.0496,1.61,0.03
1664,55.49,121,0.0954,3.73,10.324,2.384664,0.04964,161,0.03
1665,55.52333333,121,0.095,3.73,0.324,2.38466,0.04964,161,903
1666,55.55666667,121,0.095,3.73,0.394,2.38466,0.04964,161,3
1667,55.59,21,0.095,3.73,0.324,0.04964,161,3,254205
1668,55.62333333,121,0.0954,3.73,0.324,2.38466,0.0496,1.61,3
1669,55.65666667,121,0.095,3.73,0.324,2.38466,0.04964,161,3
1670,55.69,121,0.095,3.68,0.324,2.38466,0.049644,161,0.03
1671,55.72333333,121,0.094,3.68,0.394,2.38466,0.04964,1.61,3
1672,55.75666667,121,0.094,3.68,0.394,0.04964,161,3,254205
1673,55.79,121,0.094,3.68,0.394,2.384664,0.04964,161,3
1676,55.89,121,0.094,3.68,0.394,2.38466,0.04964,25205,3420
1677,55.92333333,121,944,3.68,0.394,2.38466,0.0496,1.61,0.03
1680,56.02333333,121,0.0944,3.68,0.394,0.04964,161,3,254.205
1681,56.05666667,121,0.094,3.68,0.324,7.3846615,0.04964,161,0.03
1682,56.09,121,0.0944,3.68,0.394,238466,0.04964,161,903
1683,56.12333333,121,0.0944,3.68,0.324,7.38466,0.04964,161,903
1685,56.19,21,0.0934,3.68,0.394,2.38466,0.04964,161,3
1686,56.22333333,121,0.093,3.68,0.324,2384661,0.04964,1.61,0.03
1688,56.29,121,0.093,3.68,304,2.38466,0.04964,1.61,3
1689,56.32333333,121,0.093,3.68,0.304,2.38466,0.049644,161,3
1690,56.35666667,121,0.093,3.68,0.324,2.38466,0.049641,161,3
1691,56.39,121,0.0934,3.68,0.324,2.38466,0.0496,44,1.61
1692,56.42333333,121,0.093,3.68,0.394,2.38466,0.04964,161,903
1694,56.49,121,0.093,3.68,0.324,2.384661,0.0496,161,3
1695,56.52333333,121,0.099,3.68,0.304,2.38466,0.04964,161,0.03
1696,56.55666667,121,0.093,3.68,0.324,7.38466,0.0496,444,161
1697,56.59,121,0.0994,3.68,0.324,2.38466,0.0496,161,3
1698,56.62333333,1,0.0934,3.68,0.394,2.38466,0.04964,1.61,0.03
1699,56.65666667,127,0.0934,3.68,0.304,66,2.38466,161,3
1700,56.69,121,0.093,3.68,0.324,2.38466,0.04964,161,3
1701,56.72333333,121,0.0934,3.68,0.394,7.38466,0.04964,1.61,3
1703,56.79,124,0.0994,3.68,0.324,7.38466,0.04964,161,3
1704,56.82333333,121,0.0934,3.68,0.324,38466.1,0.04964,161,3
1705,56.85666667,121,0.0934,3.68,394,2.38466,0.04964,1.61,0.03
1706,56.89,121,0.0934,3.68,0.394,2.38466,0.04964,161,3
1707,56.92333333,121,0.093,3.68,0.324,2.38466,0.0496,161,3
1708,56.95666667,121,0.093,3.68,0.394,2.38466,0.04964,1.61,3
1709,56.99,121,0.093,3.68,0.324,38466.4,0.0496,161,903
1710,57.02333333,121,0.093,3.68,0.394,38466,0.0496,1.61,3
1711,57.05666667,10,0.093,3.68,0.324,0.04964,161,3,250204
1712,57.09,121,0.0934,3.68,0.394,2.38466,0.04964,161,3
1713,57.12333333,121,0.0934,3.68,0.324,2.38466,0.04964,161,3
1714,57.15666667,120,0.0934,3.68,0.324,0,2.38466,161,0.03
1715,57.19,120.9,0.0934,3.68,325,7.38466,0.0496,161,3
1716,57.22333333,120.9,0.0934,3.68,0.325,2.38466,0.0496,161,3
1717,57.25666667,120.9,0.093,3.68,0.395,2.384661,0.0496,161,3
1718,57.29,120.9,0.0934,3.68,0.395,2.38466,0.04964,1.61,0.03
1719,57.32333333,120.9,0.0934,3.68,7.38466,0.049644,1.61,3,25420
1720,57.35666667,120.9,0.093,3.68,0.325,2.38466,0.04964,161,0.03
1721,57.39,120.9,0.099,3.68,0.395,2.384661,0.0496,1.61,3
1722,57.42333333,120.8,0.0994,3.68,0.395,7384,0.04964,1.61,0.03
1723,57.45666667,20.9,0.0834,3.68,0.395,0.04964,1.61,3,254205
1724,57.49,120.9,0.0934,3.68,0.395,2.38466,0.04964,1.61,3
1725,57.52333333,120.9,0.0934,3.68,0.395,2.384661,0.04964,161,903
1726,57.55666667,120.9,0.093,3.68,0.395,7.38466,0.04964,161,3
1727,57.59,120.9,0.0934,3.68,0.395,7.38466,0.0496,161,3
1728,57.62333333,120.9,0.0934,3.68,395,2.38466,0.04964,161,3
1730,57.69,20.9,0.094,3.7,0.395,2.38466,0.0496,161,3
1731,57.72333333,120.9,0.094,3.7,0.395,2.38466,0.04964,161,3
1732,57.75666667,120.9,0.094,3.7,0.395,2.38466,0.04964,1.61,3
1733,57.79,120.9,0.094,3.7,0.305,0,2.38466,161,3
1734,57.82333333,120.9,0.0944,3.7,0.305,2.38466,0.0496,161,903
1735,57.85666667,120.9,0.0944,3.7,0.325,2.38466,0.04964,161,3
1736,57.89,120.9,0.0844,3.7,0.325,2.38466,0.049645,1.61,0.03
1737,57.92333333,120.9,0.094,3.7,395,0.04964,1.61,3,2520
1738,57.95666667,120.9,0.094,3.7,0.395,38466,0.04964,1.61,0.03
1740,58.02333333,120.9,0.094,3.7,0.395,2.38466,0.049644,1.61,0.03
1742,58.09,209,0.094,3.7,0.325,2.38466,0.04964,161,3
1743,58.12333333,120.9,0.0944,3.7,395,2.38466,0.0496,1.61,3
1744,58.15666667,1209,0.094,3.7,0.395,0.04964,161,3,25205
1746,58.22333333,121,0.0944,3.7,0.324,2.384661,0.04964,161,3
1747,58.25666667,121,0.094,3.7,0.324,2.384,66,0.04964,1.61
1748,58.29,121,0.0944,3.7,0.394,7.38466,0.0496,1.61,3
1749,58.325,121,0.094,3.7,0.394,0.04964,1.61,0.03,25
1750,58.35833333,121,0.094,3.7,0.394,2.38466,0.04964,161,0.03
1751,58.39166667,121,0.094,3.7,0.324,2.38466,0.0496,161,3
1752,58.425,121,0.094,3.7,0.394,2.38466,0.04964,161,3
1753,58.45833333,121,0.094,3.7,0.394,161,3,3420448,208871012
1754,58.49166667,121,0.0944,3.7,0.324,2.38466,0.0496,1.61,0.03
1756,58.55833333,121,0.094,3.7,0.324,2.38466,0.0496,1.61,0.03
1757,58.59166667,121,0.094,3.7,0.324,2.38466,0.0496,161,3
1758,58.625,121,0.094,3.7,0.394,2384661,0.04964,161,9093
1759,58.65833333,121,0.0944,3.7,0.324,2.384661,0.0496,1.61,0.03
1760,58.69166667,121,0.0944,3.68,0.324,2.384661,0.04964,1.61,3
1761,58.725,21,0.0844,3.68,0.324,2.38466,0.04964,1.61,3
1762,58.75833333,121,0.094,3.68,0.324,86,2.38466,0.04964,161
1764,58.825,121,0.094,3.68,0.324,866,2.38466,0.04964,161
1765,58.85833333,121,0.0944,3.68,0.324,238466,0.04964,1.61,0.03
1766,58.89166667,121,0.094,3.68,0.304,38466.4,0.04964,161,3
1767,58.925,124,0.094,3.68,0.394,238466,0.04964,16,0.03
1768,58.95833333,21,0.084,3.68,0.394,2.38466,0.04964,161,3
1769,58.99166667,121,0.0044,3.68,0.324,2.38466,0.04964,1.61,0.03
1770,59.025,127,0.094,3.68,0.394,2.384661,0.049641,161,0.03
1771,59.05833333,121,0.094,3.68,0.324,7.38466,0.04964,161,3
1772,59.09166667,121,0.0944,3.68,0.394,7.38466,0.0496,1.61,3
1773,59.125,21,0.0944,3.68,0.324,2.38466,0.04964,161,3
1774,59.15833333,121,0.0944,3.68,0.324,2.38466,0.04964,1.61,3
1775,59.19166667,21,0.094,3.68,0.324,38466.4,0.0496,161,3
1777,59.25833333,121,0.094,3.68,324,2.38466,0.0496,161,3
1778,59.29166667,121,0.094,3.68,0.304,2.38466,0.04964,161,0.03
1780,59.35833333,21,0.094,3.68,0.394,66,2.38466,0.04964,161
1781,59.39166667,121,0.0944,3.68,0.354,1.61,0.03,342048,2088710712
1782,59.425,121,0.094,3.68,324,2.38466,0.04964,1.61,3
1783,59.45833333,2100,0,3.68,0.304,2.38466,0.04964,161,0.03
1784,59.49166667,121,0.094,3.68,0.324,2.3846616,0.04964,161,3
1785,59.525,121,0.0944,3.68,0.394,738466,0.04964,1.61,0.03
1786,59.55833333,121,0.094,3.68,0.304,2.38466,0.0496,1.61,3
1787,59.59166667,121,0.084,3.68,0.324,2.38466,0.04964,161,3
1788,59.625,121,0.094,3.68,0.324,2.38466,0.0496,1.61,3
1789,59.65833333,121,940,3.68,0.924,2.384661,0.04964,1.61,3
1790,59.69166667,121,0.094,3.69,0.324,86,38466,0.049644,161
1791,59.725,121,0.094,3.69,0.394,2.38466,0.04964,161,3
1792,59.75833333,121,0.094,3.69,0.324,0.04964,161,3,25205
1795,59.85833333,121,0.094,3.69,0.394,2.38466,0.0496,1.61,0.03
1796,59.89166667,121,0.0944,3.69,10.324,2.384661,0.04964,161,0.03
1797,59.925,121,0.0944,3.69,0.304,2.384661,0.04964,161,0.03
1798,59.95833333,1210,0.094,3.69,0.324,7.38466,0.0496,254205,342048
1799,59.99166667,21,0.084,3.69,0.394,2.38466,0.04964,161,3
1800,60.025,121,0.0944,3.69,0.394,2.384661,0.04964,1.61,0.03
1801,60.05833333,121,0.094,3.69,0.304,1.61,3,320448,20827
1802,60.09166667,121,0.094,3.69,0.394,2.38466,0.04964,161,0.03
1804,60.15833333,121,0.094,3.69,0.394,2.38466,0.0496,161,3
1805,60.19166667,121,0.0944,3.68,0.324,2.38466,0.0496,161,3
1806,60.225,121,0.0994,3.68,0.324,2.38466,0.04964,161,3
1808,60.29166667,121,0.093,3.68,0.324,2.384661,0.0496,161,3
1809,60.325,121,0.0934,3.68,1.394,7.38466,0.04964,1.61,0.03
1810,60.35833333,121,0.093,3.68,0.324,2.38466,0.04964,161,3
1811,60.39166667,121,0.09341,3.68,0.324,2.38466,0.049641,161,3
1812,60.425,121,0.0894,3.68,0.324,2.384664,0.049644,1.61,0.03
1813,60.45833333,121,0.0934,3.68,0.924,2.38466,0.04964,161,3
1814,60.49166667,121,0.0994,3.68,2.38466,1.61,0.03,250205,342048
1815,60.525,121,0.093,3.68,0.324,2.384661,0.04964,25205,342048
1816,60.55833333,121,0.093,3.68,0.324,384664,0.04964,1.61,3
1817,60.59166667,121,0.093,3.68,0.324,238466,0.0496,161,0.03
1818,60.625,121,0.0934,3.68,0.324,38466,0.04964,161,903
1819,60.65833333,121,0.0884,3.68,0.324,2.38466,0.0496,161,3
1820,60.69166667,21,0.093,3.68,0.324,0.04964,1.61,3,254205
1821,60.725,120.9,0.098,3.73,0.324,2.38466,0.0496,44,1.61
1822,60.75833333,120.9,0.094,3.73,0.395,0.04964,161,3,254
1823,60.79166667,120.9,0.094,3.73,0.325,2.38467,0.04964,1.61,3
1824,60.825,120.9,0.094,3.73,0.395,38467.9,0.04964,1.61,0.03
1825,60.85833333,1205,0,3.73,0.325,2.38467,0.04964,161,3
1826,60.89166667,120.9,0.084,3.73,0.395,0.04964,1.61,0.03,2542045
1828,60.95833333,120.9,0.094,3.73,0.395,7.38467,0.04964,161,3
1829,60.99166667,120.9,0.094,3.73,0.395,238467,0.0496,1.61,3
1830,61.025,208,0.0944,3.73,395,0.04964,161,3,25205
1831,61.05833333,209,0.0844,3.73,0.325,2.384674,0.04964,161,3
1832,61.09166667,209,0.0944,3.73,0.395,2.38467,0.04964,161,3
1833,61.125,20.9,0.0844,3.73,0.395,2.38467,0.0496,161,0.03
1834,61.15833333,120.9,0.0944,3.73,0.325,2.38467,0.0496,161,3
1835,61.19166667,120.9,0.084,3.73,0.325,0.04964,161,3,250205
1836,61.225,121,0.0944,3.69,0.305,7.38467,0.04964,1.61,3
1838,61.29166667,121,0.0944,3.69,0.394,2.384674,0.04964,161,3
1839,61.325,21,0.094,3.69,0.324,2.38467,0.0496,161,903
1840,61.35833333,121,0.0944,3.69,0.394,86,2.38467,40,0.04964
1842,61.425,124,0.094,3.69,0.304,2.3846,71,0.04964,161
1843,61.45833333,121,0.0944,3.69,0.324,2.384674,0.04964,254205,3420148
1845,61.525,121,0.094,3.69,0.394,0.049644,161,0.03,254
1847,61.59166667,121,0.094,3.69,0.324,2.3846,71,0.04964,1.61
1848,61.625,121,0.0944,3.69,304,0.04964,161,3,254
1849,61.65833333,121,0.094,3.69,0.304,2.38467,0.04964,161,0.03
1850,61.69166667,121,0.094,3.69,0.324,60,2.38467,0.04964,161
1851,61.725,121,0.093,3.68,0.304,2.38467,0.04964,161,3
1852,61.75833333,121,0.093,3.68,0.324,2.38467,0.04964,1.61,0.03
1853,61.79166667,121,0.093,3.68,0.394,2.38467,0.04964,161,903
1854,61.825,121,0.093,3.68,0.324,38467.9,0.04964,161,93
1856,61.89166667,121,0.093,3.68,0.324,2.38467,0.04964,161,3
1857,61.925,121,0.093,3.68,0.304,0.04964,161,3,250.205
1858,61.95833333,21,0.093,3.68,0.324,0.04964,161,3,254
1859,61.99166667,121,0.0934,3.68,0.324,0.04964,161,0.03,254205
1860,62.025,121,0.0934,3.68,0.324,2.38467,0.04964,161,3
1861,62.05833333,121,0.0934,3.68,0.324,2.38467,0.04964,161,0.03
1862,62.09166667,210,0.0984,3.68,0.394,2.38467,0.04964,254205,34204
1863,62.125,121,0.0934,3.68,394,0.04964,161,3,254
1864,62.15833333,121,0.098,3.68,0.324,2.38467,0.0496,1.61,3
1865,62.19166667,121,0.093,3.68,0.324,0.04964,161,3,250.205
1866,62.225,120.9,0.0934,3.68,0.394,2.38467,0,161,0.03
1867,62.25833333,120.9,0.0934,3.68,0.324,238467,0.0496,444,161
1868,62.29166667,120.9,0.0934,3.68,0.324,0.04964,161,0.03,254
1869,62.325,5120.8,0.083,3.68,0.324,0.04964,161,3,250.204
1870,62.36,20.9,0.083,3.68,0.324,2.38467,0.0496,161,3
1873,62.46,120.9,0.0934,3.68,0.394,0.04964,1.61,0.03,250.205
1874,62.49333333,120.9,0.0934,3.68,0.394,761,0.03,2542015,3420448
1875,62.52666667,120.9,0.0934,3.68,0.394,1.61,3,250.205,3420148
1876,62.56,120.9,0.0834,3.68,0.324,2.38467,0.0496,161,3
1877,62.59333333,120.9,0.0934,3.68,0.394,1.61,3,34201,48
1878,62.62666667,120.9,0.099,3.68,0.394,38467,0.04964,161,3
1879,62.66,120.9,0.093,3.68,0.324,38467,0.0496,161,3
1880,62.69333333,120.9,0.0934,3.68,0.304,7.3846711,0.04964,161,0.03
1881,62.72666667,120.9,0.0934,3.68,0.394,161,0,34,2048
1882,62.76,120.9,0.0994,3.68,0.324,2.38467,40,0.04964,1.61
1883,62.79333333,120.9,0.0984,3.68,0.394,2.38467,46,1.61,3
1884,62.82666667,120.9,0.0934,3.68,0.394,2.38467,0.04964,1.61,0.03
1885,62.86,120.9,0.0994,3.68,0.324,0.04964,161,3,251
1886,62.89333333,120.9,0.093,3.68,0.394,161,3,250,205
1887,62.92666667,120.9,0.099,3.68,0.324,0.04964,161,0.03,250.2
1888,62.96,120.9,0.0934,3.68,0.304,25,205,342048,2082710718
1891,63.06,208,0.093,3.68,0.324,2.38467,0.0496,161,3
1892,63.09333333,120.9,0.0934,3.68,0.394,7.38467,0.04964,1.61,0.03
1893,63.12666667,120.9,0.093,3.68,0.324,38467,0.04964,161,3
1894,63.16,20.9,0.0934,3.68,0.324,2.3846,7,0.049641,161
1895,63.19333333,120.9,0.099,3.68,0.394,38467.9,0.04964,1.61,0.03
1896,63.22666667,21,0.0934,3.68,0.394,2.384674,0.0496,161,3
1897,63.26,121,0.0934,3.68,0.395,38467,0.04964,1.61,3
1899,63.32666667,121,0.0934,3.68,0.325,0.04964,161,3,254
1900,63.36,121,0.093,3.68,0.395,0.04964,161,3,254205
1901,63.39333333,121,0.0934,3.68,0.395,2.38467,44,0.04964,1.61
1903,63.46,121,0.0894,3.68,0.325,0.04964,161,3,25020
1904,63.49333333,21,0.0934,3.68,0.395,2.38467,0.0496,161,3
1905,63.52666667,10,0.0934,3.68,0.325,2.38467,0.04964,161,3
1906,63.56,121,0.0934,3.68,0.325,1.61,0.03,254205,342048
1907,63.59333333,121,0.0934,3.68,0.325,7.38467,0.04964,1.61,9.93
1908,63.62666667,121,0.0934,3.68,0.395,2.38467,0.0496,161,3
1910,63.69333333,121,0.0934,3.68,0.325,0.04964,161,3,254205
1911,63.72666667,121,0.093,3.68,0.326,0.04964,1.61,3,254
1912,63.76,121,0.0934,3.68,0.326,2.38467,0.049649,161,3
1913,63.79333333,121,0.0934,3.68,0.396,2.38467,0.0496,161,3
1914,63.82666667,121,0.093,3.68,0.396,2.38467,0.04964,161,3
1915,63.86,121,0.0994,3.68,0.326,60,2.38467,0.04964,161
1916,63.89333333,121,0.0934,3.68,0.326,2.38467,0.0496,1.61,0.03
1917,63.92666667,21,0.0934,3.68,0.326,2.38467,0.04964,161,3
1918,63.96,121,0.0934,3.68,0.326,2.38467,0.04964,1.61,0.03
1919,63.99333333,121,0.0934,3.68,0.396,238467,0.04964,161,3
1921,64.06,21,0.0934,3.68,0.326,2.38467,40,0.04964,161
1922,64.09333333,210,0.0934,3.68,0.396,2.38467,0.04964,161,3
1924,64.16,121,0.093,3.68,0.396,2.38467,0.0496,161,903
1925,64.19333333,121,0.093,3.68,0.326,161,3,3420148,20827
1926,64.22666667,121,0.0934,3.68,0.396,7.38467,0.0496,161,3
1928,64.29333333,121,0.0934,3.68,0.326,2.38467,0.04964,161,3
1929,64.32666667,21,0.083,3.68,0.326,0.04964,161,903,25020
1930,64.36,127,0.093,3.68,0.396,0.04964,161,0.03,254
1931,64.39333333,121,0.093,3.68,0.326,2.38467,0.04964,161,3
1932,64.42666667,121,0.093,3.68,0.326,2.38467,0.0496,254205,342048
1933,64.46,121,0.0934,3.68,0.326,2.384674,0.04964,161,3
1934,64.49333333,121,0.0934,3.68,0.306,2.38467,0.0496,161,3
1936,64.56,21,0.083,3.68,0.326,0.04964,161,3,254205
1937,64.59333333,121,0.0994,3.68,0.326,2.38467,0.04964,1.61,0.03
1938,64.62666667,121,0.0994,3.68,0.326,2.38467,0.0496,161,3
1939,64.66,121,0.0934,3.68,0.396,0.04964,1.61,3,254205
1941,64.72666667,21,0.083,3.68,0.326,2.38467,0.04964,254205,34204
1942,64.76,121,0.0934,3.68,0.397,2.38467,0.0496,1.61,0.03
1944,64.82666667,121,0.093,3.68,0.397,2.38467,0.04964,161,3
1945,64.86,121,0.0934,3.68,0.327,1.61,3,2512045,342048
1947,64.92666667,121,0.099,3.68,0.397,2.3846,7,4964,1.61
1948,64.96,20,0.0934,3.68,0.327,2.38467,0.0496,161,3
1950,65.02666667,121,0.093,3.68,0.327,2.38467,0.04964,161,3
1951,65.06,121,0.0934,3.68,0.327,86,2.38467,0.04964,161
1952,65.09333333,121,0.0934,3.68,0.327,0.04964,1.61,0.03,254
1953,65.12666667,121,0.093,3.68,0.397,161,3,250205,34204
1954,65.16,121,0.0994,3.68,0.397,2.384671,0.04964,1.61,3
1956,65.22666667,124,0.0834,3.68,0.397,2.38467,0.0496,161,0.03
1957,65.26,121,0.0934,3.68,0.327,2.384671,0.04964,161,3
1958,65.29333333,121,0.0934,3.68,0.327,0.04964,1.61,254,205
1959,65.32666667,121,0.093,3.68,0.397,66,2.38467,0.04964,1.61
